Day,entity_id,Name,observed_primary_sales,observed_intermediary_sales,Observed Transactions,Observed Customers,,,,,,,,,,,,,,,,,,,
2/10/24,SQSP,Squarespace Inc,1400,81770,1497,1370,,,,,,,,,,,,,,,,,,,
2/11/24,SQSP,Squarespace Inc,1320,69574,1465,1381,,,,,,,,,,,,,,,,,,,
2/12/24,SQSP,Squarespace Inc,1756,75956,1770,1582,,,,,,,,,,,,,,,,,,,
2/13/24,SQSP,Squarespace Inc,2605,101007,1766,1658,,,,,,,,,,,,,,,,,,,
2/14/24,SQSP,Squarespace Inc,661,103714,1449,1400,,,,,,,,,,,,,,,,,,,
2/15/24,SQSP,Squarespace Inc,1343,99753,1739,1576,,,,,,,,,,,,,,,,,,,
2/16/24,SQSP,Squarespace Inc,1407,92950,1672,1608,,,,,,,,,,,,,,,,,,,
2/17/24,SQSP,Squarespace Inc,2249,83146,1529,1435,,,,,,,,,,,,,,,,,,,
2/18/24,SQSP,Squarespace Inc,946,70056,1658,1507,,,,,,,,,,,,,,,,,,,
2/19/24,SQSP,Squarespace Inc,1830,101712,1816,1673,,,,,,,,,,,,,,,,,,,
2/20/24,SQSP,Squarespace Inc,1566,68695,1623,1396,,,,,,,,,,,,,,,,,,,
2/21/24,SQSP,Squarespace Inc,1079,93376,1538,1410,,,,,,,,,,,,,,,,,,,
2/22/24,SQSP,Squarespace Inc,2022,78464,1486,1351,,,,,,,,,,,,,,,,,,,
2/23/24,SQSP,Squarespace Inc,1273,66629,1377,1313,,,,,,,,,,,,,,,,,,,
2/24/24,SQSP,Squarespace Inc,814,77591,1484,1386,,,,,,,,,,,,,,,,,,,
2/25/24,SQSP,Squarespace Inc,1946,66548,1513,1391,,,,,,,,,,,,,,,,,,,
2/26/24,SQSP,Squarespace Inc,1880,87822,1710,1564,,,,,,,,,,,,,,,,,,,
2/27/24,SQSP,Squarespace Inc,2070,91316,1948,1808,,,,,,,,,,,,,,,,,,,
2/28/24,SQSP,Squarespace Inc,1831,87365,2083,1929,,,,,,,,,,,,,,,,,,,
2/29/24,SQSP,Squarespace Inc,3308,78798,1483,1342,,,,,,,,,,,,,,,,,,,
3/1/24,SQSP,Squarespace Inc,1402,110585,2788,2569,,,,,,,,,,,,,,,,,,,
3/2/24,SQSP,Squarespace Inc,1970,80387,1547,1460,,,,,,,,,,,,,,,,,,,
3/3/24,SQSP,Squarespace Inc,2166,78223,1440,1342,,,,,,,,,,,,,,,,,,,
3/4/24,SQSP,Squarespace Inc,1271,99353,1869,1627,,,,,,,,,,,,,,,,,,,
3/5/24,SQSP,Squarespace Inc,1696,79177,1494,1414,,,,,,,,,,,,,,,,,,,
3/6/24,SQSP,Squarespace Inc,1496,81758,1642,1494,,,,,,,,,,,,,,,,,,,
3/7/24,SQSP,Squarespace Inc,955,104744,1853,1680,,,,,,,,,,,,,,,,,,,
3/8/24,SQSP,Squarespace Inc,1247,96375,1513,1425,,,,,,,,,,,,,,,,,,,
3/9/24,SQSP,Squarespace Inc,2172,83929,1671,1449,,,,,,,,,,,,,,,,,,,
3/10/24,SQSP,Squarespace Inc,1591,75876,1500,1347,,,,,,,,,,,,,,,,,,,
3/11/24,SQSP,Squarespace Inc,644,88811,1651,1539,,,,,,,,,,,,,,,,,,,
3/12/24,SQSP,Squarespace Inc,2258,84990,1740,1567,,,,,,,,,,,,,,,,,,,
3/13/24,SQSP,Squarespace Inc,1396,112023,2054,1817,,,,,,,,,,,,,,,,,,,
3/14/24,SQSP,Squarespace Inc,826,90069,1477,1373,,,,,,,,,,,,,,,,,,,
3/15/24,SQSP,Squarespace Inc,2126,96905,1769,1704,,,,,,,,,,,,,,,,,,,
3/16/24,SQSP,Squarespace Inc,1304,73649,1493,1428,,,,,,,,,,,,,,,,,,,
3/17/24,SQSP,Squarespace Inc,1875,73507,1437,1339,,,,,,,,,,,,,,,,,,,
3/18/24,SQSP,Squarespace Inc,1166,90268,1687,1560,,,,,,,,,,,,,,,,,,,
3/19/24,SQSP,Squarespace Inc,1628,89428,1729,1602,,,,,,,,,,,,,,,,,,,
3/20/24,SQSP,Squarespace Inc,1919,91300,1563,1447,,,,,,,,,,,,,,,,,,,
3/21/24,SQSP,Squarespace Inc,1235,85979,1616,1507,,,,,,,,,,,,,,,,,,,
3/22/24,SQSP,Squarespace Inc,2799,81042,1419,1344,,,,,,,,,,,,,,,,,,,
3/23/24,SQSP,Squarespace Inc,6193,62417,1225,1148,,,,,,,,,,,,,,,,,,,
3/24/24,SQSP,Squarespace Inc,1180,60199,1314,1183,,,,,,,,,,,,,,,,,,,
3/25/24,SQSP,Squarespace Inc,1688,83464,1673,1457,,,,,,,,,,,,,,,,,,,
3/26/24,SQSP,Squarespace Inc,1518,107476,1859,1698,,,,,,,,,,,,,,,,,,,
3/27/24,SQSP,Squarespace Inc,1574,93266,1835,1741,,,,,,,,,,,,,,,,,,,
3/28/24,SQSP,Squarespace Inc,1431,112274,2169,2033,,,,,,,,,,,,,,,,,,,
3/29/24,SQSP,Squarespace Inc,2033,84234,1223,1101,,,,,,,,,,,,,,,,,,,
3/30/24,SQSP,Squarespace Inc,1826,61337,713,632,,,,,,,,,,,,,,,,,,,
3/31/24,SQSP,Squarespace Inc,811,57108,830,804,,,,,,,,,,,,,,,,,,,
4/1/24,SQSP,Squarespace Inc,1417,135067,2743,2584,,,,,,,,,,,,,,,,,,,
4/2/24,SQSP,Squarespace Inc,2802,78338,1662,1512,,,,,,,,,,,,,,,,,,,
4/3/24,SQSP,Squarespace Inc,2807,73187,1489,1415,,,,,,,,,,,,,,,,,,,
4/4/24,SQSP,Squarespace Inc,2714,102124,1884,1679,,,,,,,,,,,,,,,,,,,
4/5/24,SQSP,Squarespace Inc,1428,118391,1694,1541,,,,,,,,,,,,,,,,,,,
4/6/24,SQSP,Squarespace Inc,2801,80809,1503,1425,,,,,,,,,,,,,,,,,,,
4/7/24,SQSP,Squarespace Inc,943,82341,1754,1619,,,,,,,,,,,,,,,,,,,
4/8/24,SQSP,Squarespace Inc,1155,86005,1529,1374,,,,,,,,,,,,,,,,,,,
4/9/24,SQSP,Squarespace Inc,2055,90848,1710,1497,,,,,,,,,,,,,,,,,,,
4/10/24,SQSP,Squarespace Inc,1630,92823,1633,1472,,,,,,,,,,,,,,,,,,,
4/11/24,SQSP,Squarespace Inc,473,96996,1689,1514,,,,,,,,,,,,,,,,,,,
4/12/24,SQSP,Squarespace Inc,2668,88789,1663,1556,,,,,,,,,,,,,,,,,,,
4/13/24,SQSP,Squarespace Inc,1671,88054,1586,1518,,,,,,,,,,,,,,,,,,,
4/14/24,SQSP,Squarespace Inc,1238,77319,1405,1345,,,,,,,,,,,,,,,,,,,
4/15/24,SQSP,Squarespace Inc,1905,77743,1792,1591,,,,,,,,,,,,,,,,,,,
4/16/24,SQSP,Squarespace Inc,884,83280,1865,1575,,,,,,,,,,,,,,,,,,,
4/17/24,SQSP,Squarespace Inc,1753,91970,1771,1466,,,,,,,,,,,,,,,,,,,
4/18/24,SQSP,Squarespace Inc,1841,114797,2433,1565,,,,,,,,,,,,,,,,,,,
4/19/24,SQSP,Squarespace Inc,1554,109305,1980,1817,,,,,,,,,,,,,,,,,,,
4/20/24,SQSP,Squarespace Inc,1376,94377,1323,1252,,,,,,,,,,,,,,,,,,,
4/21/24,SQSP,Squarespace Inc,1091,81671,1511,1399,,,,,,,,,,,,,,,,,,,
4/22/24,SQSP,Squarespace Inc,1939,80561,2385,1460,,,,,,,,,,,,,,,,,,,
4/23/24,SQSP,Squarespace Inc,1112,77694,1436,1334,,,,,,,,,,,,,,,,,,,
4/24/24,SQSP,Squarespace Inc,1431,112220,1666,1497,,,,,,,,,,,,,,,,,,,
4/25/24,SQSP,Squarespace Inc,1783,87603,1594,1455,,,,,,,,,,,,,,,,,,,
4/26/24,SQSP,Squarespace Inc,1260,77370,1648,1546,,,,,,,,,,,,,,,,,,,
4/27/24,SQSP,Squarespace Inc,1719,101413,1793,1706,,,,,,,,,,,,,,,,,,,
4/28/24,SQSP,Squarespace Inc,1074,92506,2070,1957,,,,,,,,,,,,,,,,,,,
4/29/24,SQSP,Squarespace Inc,4294,78123,1389,1216,,,,,,,,,,,,,,,,,,,
4/30/24,SQSP,Squarespace Inc,2193,84514,1249,1088,,,,,,,,,,,,,,,,,,,
5/1/24,SQSP,Squarespace Inc,1267,121258,2832,2606,,,,,,,,,,,,,,,,,,,
5/2/24,SQSP,Squarespace Inc,3187,93070,1724,1554,,,,,,,,,,,,,,,,,,,
5/3/24,SQSP,Squarespace Inc,1503,108299,1771,1628,,,,,,,,,,,,,,,,,,,
5/4/24,SQSP,Squarespace Inc,1185,105691,1643,1554,,,,,,,,,,,,,,,,,,,
5/5/24,SQSP,Squarespace Inc,1798,88047,1622,1471,,,,,,,,,,,,,,,,,,,
5/6/24,SQSP,Squarespace Inc,1827,74621,1785,1556,,,,,,,,,,,,,,,,,,,
5/7/24,SQSP,Squarespace Inc,1200,85710,1870,1684,,,,,,,,,,,,,,,,,,,
5/8/24,SQSP,Squarespace Inc,1002,96596,1664,1508,,,,,,,,,,,,,,,,,,,
5/9/24,SQSP,Squarespace Inc,4001,100554,2107,1666,,,,,,,,,,,,,,,,,,,
5/10/24,SQSP,Squarespace Inc,2928,97316,2034,1727,,,,,,,,,,,,,,,,,,,
5/11/24,SQSP,Squarespace Inc,546,93337,1762,1586,,,,,,,,,,,,,,,,,,,
5/12/24,SQSP,Squarespace Inc,2826,72915,1766,1578,,,,,,,,,,,,,,,,,,,
5/13/24,SQSP,Squarespace Inc,1764,82644,1830,1513,,,,,,,,,,,,,,,,,,,
5/14/24,SQSP,Squarespace Inc,1057,90941,1673,1589,,,,,,,,,,,,,,,,,,,
5/15/24,SQSP,Squarespace Inc,1401,95821,1943,1734,,,,,,,,,,,,,,,,,,,
5/16/24,SQSP,Squarespace Inc,793,97407,1940,1858,,,,,,,,,,,,,,,,,,,
5/17/24,SQSP,Squarespace Inc,2145,75426,1593,1366,,,,,,,,,,,,,,,,,,,
5/18/24,SQSP,Squarespace Inc,1119,81414,1583,1539,,,,,,,,,,,,,,,,,,,
5/19/24,SQSP,Squarespace Inc,7092,90377,1884,1671,,,,,,,,,,,,,,,,,,,
5/20/24,SQSP,Squarespace Inc,1383,101264,1831,1604,,,,,,,,,,,,,,,,,,,
5/21/24,SQSP,Squarespace Inc,1414,66900,1572,1440,,,,,,,,,,,,,,,,,,,
5/22/24,SQSP,Squarespace Inc,4171,77972,1809,1565,,,,,,,,,,,,,,,,,,,
5/23/24,SQSP,Squarespace Inc,755,101510,1828,1622,,,,,,,,,,,,,,,,,,,
5/24/24,SQSP,Squarespace Inc,826,92829,1649,1537,,,,,,,,,,,,,,,,,,,
5/25/24,SQSP,Squarespace Inc,4953,73622,1505,1338,,,,,,,,,,,,,,,,,,,
5/26/24,SQSP,Squarespace Inc,1342,61637,1828,1525,,,,,,,,,,,,,,,,,,,
5/27/24,SQSP,Squarespace Inc,5091,89341,1900,1753,,,,,,,,,,,,,,,,,,,
5/28/24,SQSP,Squarespace Inc,4029,89244,2328,2070,,,,,,,,,,,,,,,,,,,
5/29/24,SQSP,Squarespace Inc,2029,120208,1261,1146,,,,,,,,,,,,,,,,,,,
5/30/24,SQSP,Squarespace Inc,1621,70838,901,790,,,,,,,,,,,,,,,,,,,
5/31/24,SQSP,Squarespace Inc,1458,75529,1291,1106,,,,,,,,,,,,,,,,,,,
6/1/24,SQSP,Squarespace Inc,1532,123837,2853,2675,,,,,,,,,,,,,,,,,,,
6/2/24,SQSP,Squarespace Inc,2345,87774,1741,1639,,,,,,,,,,,,,,,,,,,
6/3/24,SQSP,Squarespace Inc,1289,84652,1903,1673,,,,,,,,,,,,,,,,,,,
6/4/24,SQSP,Squarespace Inc,5105,105079,2009,1824,,,,,,,,,,,,,,,,,,,
6/5/24,SQSP,Squarespace Inc,1681,78568,1665,1577,,,,,,,,,,,,,,,,,,,
6/6/24,SQSP,Squarespace Inc,2113,98797,2159,1940,,,,,,,,,,,,,,,,,,,
6/7/24,SQSP,Squarespace Inc,1391,99956,2077,1937,,,,,,,,,,,,,,,,,,,
6/8/24,SQSP,Squarespace Inc,855,88699,1780,1641,,,,,,,,,,,,,,,,,,,
6/9/24,SQSP,Squarespace Inc,1620,91621,1839,1710,,,,,,,,,,,,,,,,,,,
6/10/24,SQSP,Squarespace Inc,2042,78655,1959,1724,,,,,,,,,,,,,,,,,,,
6/11/24,SQSP,Squarespace Inc,383,87635,1859,1763,,,,,,,,,,,,,,,,,,,
6/12/24,SQSP,Squarespace Inc,2139,84122,2132,1918,,,,,,,,,,,,,,,,,,,
6/13/24,SQSP,Squarespace Inc,1873,97419,2111,2002,,,,,,,,,,,,,,,,,,,
6/14/24,SQSP,Squarespace Inc,3261,115778,2207,1951,,,,,,,,,,,,,,,,,,,
6/15/24,SQSP,Squarespace Inc,2505,94394,2041,1894,,,,,,,,,,,,,,,,,,,
6/16/24,SQSP,Squarespace Inc,1168,94506,1864,1799,,,,,,,,,,,,,,,,,,,
6/17/24,SQSP,Squarespace Inc,3506,101706,2263,1979,,,,,,,,,,,,,,,,,,,
6/18/24,SQSP,Squarespace Inc,1117,90734,2509,2131,,,,,,,,,,,,,,,,,,,
6/19/24,SQSP,Squarespace Inc,1749,110554,2237,2019,,,,,,,,,,,,,,,,,,,
6/20/24,SQSP,Squarespace Inc,1195,95413,2021,1871,,,,,,,,,,,,,,,,,,,
6/21/24,SQSP,Squarespace Inc,1245,93468,2029,1930,,,,,,,,,,,,,,,,,,,
6/22/24,SQSP,Squarespace Inc,1041,84128,1816,1708,,,,,,,,,,,,,,,,,,,
6/23/24,SQSP,Squarespace Inc,886,92318,1905,1717,,,,,,,,,,,,,,,,,,,
6/24/24,SQSP,Squarespace Inc,380,108220,1972,1881,,,,,,,,,,,,,,,,,,,
6/25/24,SQSP,Squarespace Inc,1617,90617,2002,1802,,,,,,,,,,,,,,,,,,,
6/26/24,SQSP,Squarespace Inc,1761,103751,2237,1958,,,,,,,,,,,,,,,,,,,
6/27/24,SQSP,Squarespace Inc,2269,90897,2268,2065,,,,,,,,,,,,,,,,,,,
6/28/24,SQSP,Squarespace Inc,2414,113875,3105,2840,,,,,,,,,,,,,,,,,,,
6/29/24,SQSP,Squarespace Inc,2192,93122,1538,1358,,,,,,,,,,,,,,,,,,,
6/30/24,SQSP,Squarespace Inc,2019,60242,1183,1092,,,,,,,,,,,,,,,,,,,
7/1/24,SQSP,Squarespace Inc,1263,125345,3467,3123,,,,,,,,,,,,,,,,,,,
7/2/24,SQSP,Squarespace Inc,3096,121979,2371,2152,,,,,,,,,,,,,,,,,,,
7/3/24,SQSP,Squarespace Inc,1463,89781,2288,2051,,,,,,,,,,,,,,,,,,,
7/4/24,SQSP,Squarespace Inc,3170,76461,2163,2045,,,,,,,,,,,,,,,,,,,
7/5/24,SQSP,Squarespace Inc,1489,88549,2204,2048,,,,,,,,,,,,,,,,,,,
7/6/24,SQSP,Squarespace Inc,1614,102502,2202,2066,,,,,,,,,,,,,,,,,,,
7/7/24,SQSP,Squarespace Inc,1504,100524,2321,2099,,,,,,,,,,,,,,,,,,,
7/8/24,SQSP,Squarespace Inc,5358,113188,2437,2064,,,,,,,,,,,,,,,,,,,
7/9/24,SQSP,Squarespace Inc,1864,99615,2084,1881,,,,,,,,,,,,,,,,,,,
7/10/24,SQSP,Squarespace Inc,1697,115942,2544,2317,,,,,,,,,,,,,,,,,,,
7/11/24,SQSP,Squarespace Inc,326,111389,2290,2037,,,,,,,,,,,,,,,,,,,
7/12/24,SQSP,Squarespace Inc,1718,98125,2498,2140,,,,,,,,,,,,,,,,,,,
7/13/24,SQSP,Squarespace Inc,1516,119229,2308,2175,,,,,,,,,,,,,,,,,,,
7/14/24,SQSP,Squarespace Inc,1362,86982,2010,1867,,,,,,,,,,,,,,,,,,,
7/15/24,SQSP,Squarespace Inc,1567,96468,2512,2338,,,,,,,,,,,,,,,,,,,
7/16/24,SQSP,Squarespace Inc,897,103135,2366,2199,,,,,,,,,,,,,,,,,,,
7/17/24,SQSP,Squarespace Inc,1624,102440,2370,2117,,,,,,,,,,,,,,,,,,,
7/18/24,SQSP,Squarespace Inc,1307,103576,2525,2308,,,,,,,,,,,,,,,,,,,
7/19/24,SQSP,Squarespace Inc,1658,86225,2460,2123,,,,,,,,,,,,,,,,,,,
7/20/24,SQSP,Squarespace Inc,2095,74477,1902,1792,,,,,,,,,,,,,,,,,,,
7/21/24,SQSP,Squarespace Inc,1575,78996,2039,1928,,,,,,,,,,,,,,,,,,,
7/22/24,SQSP,Squarespace Inc,1160,101473,2278,1979,,,,,,,,,,,,,,,,,,,
7/23/24,SQSP,Squarespace Inc,933,71646,2082,1876,,,,,,,,,,,,,,,,,,,
7/24/24,SQSP,Squarespace Inc,590,97941,2315,2087,,,,,,,,,,,,,,,,,,,
7/25/24,SQSP,Squarespace Inc,1535,101816,2255,2098,,,,,,,,,,,,,,,,,,,
7/26/24,SQSP,Squarespace Inc,1016,107210,2351,2165,,,,,,,,,,,,,,,,,,,
7/27/24,SQSP,Squarespace Inc,946,100326,2241,2077,,,,,,,,,,,,,,,,,,,
7/28/24,SQSP,Squarespace Inc,1581,111836,3373,2981,,,,,,,,,,,,,,,,,,,
7/29/24,SQSP,Squarespace Inc,1836,97166,1870,1607,,,,,,,,,,,,,,,,,,,
7/30/24,SQSP,Squarespace Inc,1520,75280,1228,1106,,,,,,,,,,,,,,,,,,,
7/31/24,SQSP,Squarespace Inc,474,110336,1650,1326,,,,,,,,,,,,,,,,,,,
8/1/24,SQSP,Squarespace Inc,8030,158564,3397,3093,,,,,,,,,,,,,,,,,,,
8/2/24,SQSP,Squarespace Inc,1931,130247,2755,2535,,,,,,,,,,,,,,,,,,,
8/3/24,SQSP,Squarespace Inc,1387,95664,2098,1955,,,,,,,,,,,,,,,,,,,
8/4/24,SQSP,Squarespace Inc,1744,107843,2060,1998,,,,,,,,,,,,,,,,,,,
8/5/24,SQSP,Squarespace Inc,2985,113099,2279,2078,,,,,,,,,,,,,,,,,,,
8/6/24,SQSP,Squarespace Inc,1896,99670,2190,2017,,,,,,,,,,,,,,,,,,,
8/7/24,SQSP,Squarespace Inc,1194,131655,2511,2230,,,,,,,,,,,,,,,,,,,
8/8/24,SQSP,Squarespace Inc,921,111725,2296,2017,,,,,,,,,,,,,,,,,,,
8/9/24,SQSP,Squarespace Inc,1181,89695,2081,1963,,,,,,,,,,,,,,,,,,,
8/10/24,SQSP,Squarespace Inc,1984,113507,2146,2022,,,,,,,,,,,,,,,,,,,
8/11/24,SQSP,Squarespace Inc,1574,90022,2137,1985,,,,,,,,,,,,,,,,,,,
8/12/24,SQSP,Squarespace Inc,1875,116742,2494,2289,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
